entity,label,index
##NS,I-LOC,26584
BC,B-MISC,26585
BC,B-MISC,26585
I,B-MISC,26586
R,B-PER,26586
I,B-MISC,26586
I,B-MISC,26586
Western,B-MISC,26587
Malawi,B-MISC,26587
##an,I-MISC,26587
African,B-MISC,26587
Western,B-MISC,26587
Ang,B-MISC,26589
##ens,I-MISC,26589
##in,I-MISC,26589
II,I-MISC,26589
AR,B-MISC,26589
I,B-ORG,26590
##CU,I-ORG,26590
RA,B-MISC,26590
D,B-LOC,26592
C,I-LOC,26592
D,B-LOC,26592
C,I-LOC,26592
PM,B-MISC,26593
T,B-MISC,26593
Australian,B-MISC,26595
Western,B-LOC,26596
Cape,I-LOC,26596
Province,I-LOC,26596
South,B-LOC,26596
Africa,I-LOC,26596
P,B-ORG,26596
##HC,I-ORG,26596
Department,B-ORG,26596
of,I-ORG,26596
Health,I-ORG,26596
UK,B-LOC,26597
F,B-ORG,26600
&,I-ORG,26600
V,I-ORG,26600
U,B-MISC,26602
N,B-MISC,26602
V,B-MISC,26603
V,B-ORG,26603
##A,I-ORG,26603
V,B-ORG,26603
##A,I-ORG,26603
I,B-MISC,26605
I,B-MISC,26605
Europe,B-LOC,26605
United,B-LOC,26605
States,I-LOC,26605
B,B-MISC,26605
##last,B-MISC,26605
##oc,I-MISC,26605
##ys,I-MISC,26605
##tis,I-MISC,26605
United,B-LOC,26605
States,I-LOC,26605
Europe,B-LOC,26605
Western,B-MISC,26605
Pol,B-MISC,26605
Chain,I-MISC,26605
Re,I-MISC,26605
##action,I-MISC,26605
O,B-MISC,26606
O,B-MISC,26606
##CP,I-MISC,26606
O,B-MISC,26606
O,B-MISC,26606
O,B-MISC,26606
##CP,I-MISC,26606
O,B-MISC,26606
O,B-MISC,26606
##CP,I-MISC,26606
O,B-MISC,26606
O,B-MISC,26606
O,B-MISC,26606
##CP,I-MISC,26606
O,B-MISC,26606
Tau,B-MISC,26608
Bing,B-PER,26608
Tau,B-MISC,26608
##g,I-MISC,26608
Bing,I-MISC,26608
G,B-MISC,26610
G,B-MISC,26610
Bros,B-PER,26612
##elo,I-MISC,26612
Korean,B-MISC,26612
BT,B-ORG,26612
Korean,B-MISC,26612
Brazilian,B-MISC,26613
Brazilian,B-MISC,26613
Brazilian,B-MISC,26613
Guide,I-MISC,26613
##lines,I-MISC,26613
HP,B-MISC,26614
M,B-MISC,26614
LA,B-MISC,26619
##DA,I-MISC,26619
Type,B-MISC,26619
US,B-MISC,26620
TO,B-MISC,26620
TV,B-MISC,26620
Medical,B-MISC,26622
Out,I-MISC,26622
##come,I-MISC,26622
##s,I-MISC,26622
Study,I-MISC,26622
Short,B-MISC,26622
Form,I-MISC,26622
Health,I-MISC,26622
Survey,I-MISC,26622
SF,B-MISC,26622
O,B-MISC,26622
D,B-MISC,26623
D,B-MISC,26623
D,B-MISC,26623
Auckland,B-LOC,26627
AM,B-MISC,26628
L,B-ORG,26629
##OE,I-ORG,26629
A,B-ORG,26629
Danish,B-MISC,26629
RA,B-ORG,26629
AP,B-ORG,26630
##LS,I-ORG,26630
AP,B-MISC,26630
PS,B-MISC,26631
##A,I-MISC,26631
PS,B-MISC,26631
##A,I-MISC,26631
PS,B-MISC,26631
##A,I-MISC,26631
PS,B-MISC,26631
##A,I-MISC,26631
U,B-MISC,26633
U,B-MISC,26633
U,B-MISC,26633
U,B-MISC,26633
E,B-MISC,26634
##D,B-MISC,26634
G,B-MISC,26635
##ch,I-MISC,26635
P,B-PER,26635
##yle,I-MISC,26635
Turkish,B-MISC,26635
CF,B-MISC,26636
##PR,I-MISC,26636
T,B-MISC,26636
##UP,I-MISC,26636
T,B-MISC,26638
T,B-MISC,26638
T,B-ORG,26638
VA,B-ORG,26640
UK,B-LOC,26640
Canada,B-LOC,26641
SP,B-MISC,26641
##AR,B-ORG,26641
##CC,I-MISC,26641
MR,B-MISC,26641
##I,I-MISC,26641
Cy,B-MISC,26642
##ox,I-MISC,26642
##ase,I-MISC,26642
2,I-MISC,26642
Family,B-ORG,26644
Medicine,I-MISC,26644
Thailand,B-LOC,26644
GP,B-MISC,26644
GP,B-MISC,26644
E,B-MISC,26646
British,B-ORG,26649
Or,I-ORG,26649
##th,I-ORG,26649
##od,I-ORG,26649
##ont,I-ORG,26649
##ic,I-ORG,26649
Society,I-ORG,26649
Internet,B-MISC,26649
AP,B-MISC,26650
AR,B-MISC,26650
MD,B-MISC,26651
##CT,I-MISC,26651
United,B-LOC,26652
Kingdom,I-LOC,26652
United,B-LOC,26652
Kingdom,I-LOC,26652
United,B-MISC,26652
States,I-MISC,26652
United,B-LOC,26652
Kingdom,I-LOC,26652
RB,B-ORG,26653
I,B-MISC,26653
PC,B-MISC,26655
T,B-MISC,26656
T,B-MISC,26656
MR,B-MISC,26657
K,B-ORG,26658
##OR,I-ORG,26658
##IN,I-ORG,26658
##NA,I-ORG,26658
He,B-MISC,26659
HP,B-MISC,26659
HP,B-MISC,26659
M,B-MISC,26660
M,B-MISC,26660
China,B-LOC,26662
Chinese,B-MISC,26662
Western,B-MISC,26662
Guangdong,B-LOC,26662
G,B-LOC,26662
##uang,B-LOC,26662
##xi,I-LOC,26662
Province,I-LOC,26662
CP,B-MISC,26662
CP,B-MISC,26662
US,B-MISC,26663
US,B-MISC,26663
L,B-MISC,26664
Met,B-MISC,26664
Met,B-MISC,26664
EU,B-MISC,26666
The,B-LOC,26666
Netherlands,I-LOC,26666
AI,B-ORG,26667
##S,I-ORG,26667
AI,B-ORG,26667
##S,I-ORG,26667
AP,B-ORG,26670
Do,B-PER,26672
##pp,B-PER,26672
Do,B-PER,26672
##pp,B-PER,26672
PP,B-MISC,26673
ST,B-MISC,26674
##EM,I-MISC,26674
AS,B-ORG,26676
US,B-LOC,26676
L,B-ORG,26676
##GS,I-ORG,26676
##IL,I-ORG,26676
CD,B-ORG,26676
##B,I-ORG,26676
L,B-ORG,26676
GB,B-MISC,26678
CT,B-MISC,26679
E,B-MISC,26680
Canada,B-LOC,26680
E,B-MISC,26680
St,B-MISC,26681
##os,I-MISC,26681
CT,B-MISC,26681
St,B-MISC,26681
##os,I-MISC,26681
##os,I-MISC,26681
L,B-MISC,26682
EC,B-ORG,26683
HIV,B-MISC,26684
AIDS,B-MISC,26684
HIV,B-MISC,26684
P,B-ORG,26684
N,B-ORG,26684
AIDS,B-MISC,26684
AIDS,B-MISC,26684
HIV,B-MISC,26684
HIV,B-MISC,26684
National,B-ORG,26685
Institutes,I-ORG,26685
of,I-ORG,26685
Health,I-ORG,26685
IP,B-MISC,26685
ET,B-MISC,26685
PP,B-MISC,26685
I,B-MISC,26685
E,B-MISC,26687
E,B-MISC,26687
E,B-MISC,26687
E,B-MISC,26687
me,B-MISC,26691
##dic,B-MISC,26691
##aid,I-MISC,26691
Me,B-MISC,26691
##dic,B-MISC,26691
##aid,I-MISC,26691
HP,B-MISC,26694
HP,B-MISC,26694
HP,B-MISC,26694
HP,B-MISC,26694
T,B-MISC,26696
HD,B-MISC,26696
##L,I-MISC,26696
L,B-MISC,26696
Rank,B-PER,26697
L,B-MISC,26699
##T,I-MISC,26699
R,B-MISC,26699
##T,I-MISC,26699
L,B-MISC,26699
##T,I-MISC,26699
ABC,B-MISC,26700
ABC,B-MISC,26700
Asian,B-MISC,26701
D,B-MISC,26702
##AS,I-MISC,26702
H,B-MISC,26703
H,B-MISC,26703
B,B-MISC,26704
CT,B-MISC,26707
AC,B-ORG,26710
##OS,I-ORG,26710
##O,I-ORG,26710
##G,I-ORG,26710
Ma,B-MISC,26711
N,B-MISC,26713
##sser,B-LOC,26713
Slovenia,B-LOC,26713
N,B-MISC,26713
E,B-MISC,26713
Slovenia,B-LOC,26713
E,B-MISC,26713
G,B-MISC,26713
G,B-MISC,26713
G,B-MISC,26713
G,B-MISC,26713
European,B-MISC,26713
Glasgow,B-ORG,26714
B,I-ORG,26714
##lat,I-ORG,26714
##ch,I-ORG,26714
##ford,I-ORG,26714
GB,B-ORG,26714
Rock,B-ORG,26714
##all,I-ORG,26714
Rock,B-ORG,26714
##all,I-ORG,26714
N,B-MISC,26715
##T,I-MISC,26715
N,B-MISC,26715
##T,I-MISC,26715
SL,B-MISC,26716
SL,B-MISC,26716
UC,B-ORG,26717
UC,B-ORG,26717
South,B-LOC,26718
Korea,I-LOC,26718
U,B-LOC,26718
.,I-LOC,26718
S,I-LOC,26718
.,I-LOC,26718
U,B-LOC,26718
.,I-LOC,26718
S,I-LOC,26718
.,I-LOC,26718
Saint,B-PER,26720
Nicholas,B-PER,26720
Saint,B-PER,26720
Nicholas,B-PER,26720
Internet,B-MISC,26720
Canada,B-LOC,26721
Canadian,B-MISC,26721
N,B-ORG,26722
##IC,I-ORG,26722
##E,I-ORG,26722
N,B-ORG,26722
##IC,I-ORG,26722
##E,I-ORG,26722
N,B-ORG,26722
##IC,I-ORG,26722
##E,I-ORG,26722
N,B-ORG,26722
##IC,I-ORG,26722
##E,I-ORG,26722
UK,B-LOC,26723
Practice,I-MISC,26723
Defence,B-ORG,26723
Medical,I-ORG,26723
Services,I-ORG,26723
UK,B-ORG,26723
Practice,I-ORG,26723
D,B-ORG,26723
##MS,I-ORG,26723
UK,B-LOC,26723
D,B-ORG,26723
##MS,I-ORG,26723
D,B-ORG,26723
##MS,I-ORG,26723
UK,B-LOC,26723
LA,B-LOC,26726
I,B-MISC,26726
I,B-MISC,26726
South,B-LOC,26727
Korea,I-LOC,26727
AD,B-MISC,26729
##HD,I-MISC,26729
AD,B-MISC,26729
##HD,I-MISC,26729
Nigeria,B-LOC,26732
CB,B-ORG,26732
##H,I-ORG,26732
CB,B-ORG,26732
##H,I-ORG,26732
CB,B-ORG,26732
##H,I-MISC,26732
D,B-ORG,26733
##TC,I-ORG,26733
CH,B-MISC,26735
S,B-ORG,26738
Alex,B-PER,26739
Alex,B-PER,26739
EC,B-MISC,26740
##D,I-MISC,26740
S,B-MISC,26741
C,B-MISC,26742
##YP,I-MISC,26742
##2,I-MISC,26742
##C,I-MISC,26742
##19,I-MISC,26742
C,B-MISC,26742
##YP,I-MISC,26742
C,B-MISC,26742
##YP,B-MISC,26742
##2,I-MISC,26742
##C,I-MISC,26742
##19,I-MISC,26742
C,B-MISC,26742
##YP,I-MISC,26742
##2,I-MISC,26742
##C,I-MISC,26742
##9,I-MISC,26742
C,B-MISC,26742
##YP,I-MISC,26742
##2,I-MISC,26742
##C,I-MISC,26742
##9,I-MISC,26742
C,B-MISC,26742
##YP,I-MISC,26742
##2,I-MISC,26742
##C,I-MISC,26742
##19,I-MISC,26742
ST,B-MISC,26743
S,B-MISC,26743
IP,B-MISC,26744
CT,B-MISC,26744
IP,B-MISC,26744
IP,B-MISC,26744
Finnish,B-MISC,26745
HIV,B-MISC,26746
HIV,B-MISC,26746
Finland,B-LOC,26747
Finland,B-LOC,26747
L,B-ORG,26748
##TP,I-ORG,26748
DS,B-MISC,26749
##M,I-MISC,26749
-,I-MISC,26749
IV,I-MISC,26749
DS,B-MISC,26749
##M,I-MISC,26749
-,I-MISC,26749
IV,I-MISC,26749
As,B-MISC,26750
##per,I-MISC,26750
MR,B-MISC,26751
CE,B-MISC,26751
SP,B-ORG,26751
C,B-MISC,26752
US,B-LOC,26753
V,B-MISC,26753
US,B-LOC,26753
E,B-MISC,26754
##SD,I-MISC,26754
Egyptian,B-MISC,26755
M,B-MISC,26755
L,B-ORG,26756
EC,B-MISC,26760
Mexico,B-LOC,26762
Mexico,B-LOC,26762
PA,B-MISC,26764
##H,I-MISC,26764
N,B-ORG,26764
##I,I-ORG,26764
##H,I-ORG,26764
Regis,I-ORG,26764
##try,I-ORG,26764
PA,B-MISC,26764
CT,B-ORG,26765
CT,B-ORG,26765
A,B-PER,26767
##nae,I-MISC,26767
D,B-MISC,26767
D,B-MISC,26767
Las,B-ORG,26768
##er,I-MISC,26768
Do,I-MISC,26768
##pp,I-ORG,26768
##ler,I-MISC,26768
I,I-MISC,26768
##maging,I-MISC,26768
L,B-ORG,26768
##DI,I-ORG,26768
L,B-ORG,26768
P,B-PER,26770
##ey,I-PER,26770
##ron,B-PER,26770
##ie,B-PER,26770
P,B-PER,26770
##ey,I-PER,26770
##ron,B-PER,26770
T,B-MISC,26771
&,I-ORG,26771
A,I-MISC,26771
L,B-MISC,26773
BC,B-MISC,26773
MR,B-MISC,26774
MR,B-MISC,26774
DL,B-ORG,26775
##P,I-ORG,26775
##FC,I-ORG,26775
DR,B-ORG,26775
DR,B-ORG,26775
DL,B-ORG,26775
##P,I-ORG,26775
##FC,I-ORG,26775
Romania,B-LOC,26777
Romania,B-LOC,26777
D,I-MISC,26778
##4,I-MISC,26778
DR,B-MISC,26778
##D,I-MISC,26778
##4,I-MISC,26778
AD,B-MISC,26778
##HD,I-MISC,26778
F,B-ORG,26780
CT,B-MISC,26781
CT,B-MISC,26781
G,B-ORG,26783
Air,B-ORG,26783
Force,I-ORG,26783
T,B-MISC,26784
MI,B-MISC,26784
T,B-MISC,26784
CT,B-MISC,26786
MR,B-MISC,26786
CT,B-MISC,26786
CT,B-MISC,26786
MR,B-MISC,26786
CT,B-MISC,26786
MR,B-MISC,26786
MC,B-MISC,26790
MC,B-MISC,26790
AS,B-MISC,26791
E,I-MISC,26792
R,B-MISC,26792
Parkinson,B-PER,26793
Parkinson,B-PER,26793
I,B-MISC,26795
S,B-ORG,26795
I,B-MISC,26795
S,B-MISC,26795
I,B-MISC,26795
D,B-ORG,26797
##TC,I-ORG,26797
A,B-MISC,26798
##HA,I-MISC,26798
AP,B-MISC,26798
A,B-MISC,26798
T,B-MISC,26800
D,B-MISC,26801
CD,B-MISC,26801
UC,B-ORG,26801
I,B-MISC,26801
I,B-MISC,26801
BP,B-ORG,26803
BP,B-ORG,26803
BP,B-ORG,26803
P,B-MISC,26809
P,B-MISC,26809
F,B-MISC,26810
HD,B-MISC,26810
Euro,B-ORG,26811
##SC,I-ORG,26811
##OR,I-ORG,26811
##E,I-ORG,26811
I,B-MISC,26811
Parkinson,B-PER,26812
PD,B-MISC,26812
AM,B-MISC,26812
AN,B-ORG,26813
BP,B-ORG,26813
H,B-MISC,26815
##SD,I-MISC,26815
diabetes,B-MISC,26818
DL,B-ORG,26818
##CO,I-ORG,26818
/,I-ORG,26818
VA,I-ORG,26818
Jordan,B-LOC,26819
CD,B-MISC,26819
Jordan,B-LOC,26819
CD,B-MISC,26819
P,B-ORG,26820
##HC,I-ORG,26820
AR,B-MISC,26821
##G,B-ORG,26822
##ina,I-ORG,26822
p,I-ORG,26822
##E,I-ORG,26822
##c,I-ORG,26822
##T,I-ORG,26822
##oris,I-ORG,26822
PC,B-MISC,26822
BP,B-MISC,26822
New,B-LOC,26823
York,I-LOC,26823
P,B-ORG,26823
Q,B-ORG,26824
##C,I-ORG,26824
AM,B-ORG,26824
##I,I-ORG,26824
CH,B-ORG,26824
##F,I-ORG,26824
AM,B-ORG,26824
##I,I-ORG,26824
CH,B-ORG,26824
##F,I-ORG,26824
Netherlands,B-LOC,26825
Netherlands,B-LOC,26825
Dutch,B-ORG,26825
Cancer,I-ORG,26825
Society,I-ORG,26825
Do,B-PER,26827
##pp,I-ORG,26827
3D,B-MISC,26827
PD,I-MISC,26827
##A,I-MISC,26827
3D,B-MISC,26827
PD,I-MISC,26827
##A,I-MISC,26827
I,B-MISC,26828
##RS,I-MISC,26828
2,I-MISC,26828
G,B-MISC,26828
Guide,B-ORG,26829
##lines,I-ORG,26829
A,B-ORG,26829
Guide,B-ORG,26829
##lines,I-ORG,26829
A,B-ORG,26829
La,B-MISC,26830
L,B-ORG,26830
NH,B-MISC,26831
##P,I-MISC,26831
AD,B-MISC,26831
Health,B-ORG,26831
Canada,I-ORG,26831
NH,B-MISC,26831
##P,I-MISC,26831
AD,B-MISC,26831
NH,B-MISC,26831
##P,I-MISC,26831
AD,B-MISC,26831
AD,B-MISC,26831
Tajikistan,B-LOC,26832
Ta,B-MISC,26832
##ji,I-MISC,26832
##k,I-MISC,26832
OS,B-ORG,26832
##T,I-ORG,26832
G,B-ORG,26832
##FA,I-ORG,26832
##TM,I-ORG,26832
OS,B-MISC,26832
##T,I-MISC,26832
OS,B-ORG,26832
##T,I-ORG,26832
Tajikistan,B-LOC,26832
G,B-ORG,26832
##FA,I-ORG,26832
##TM,I-ORG,26832
OS,B-ORG,26832
##T,I-ORG,26832
CS,B-MISC,26833
CS,B-MISC,26833
D,B-MISC,26833
D,B-MISC,26833
Di,I-MISC,26833
##mer,I-MISC,26833
Japanese,B-MISC,26834
C,B-MISC,26835
Finland,B-LOC,26836
O,B-LOC,26836
##ulu,I-LOC,26836
University,I-LOC,26836
Hospital,I-LOC,26836
H,B-ORG,26836
##IL,B-ORG,26836
MD,B-MISC,26837
PhD,I-MISC,26837
MD,B-MISC,26837
PhD,I-MISC,26837
New,B-LOC,26838
Zealand,I-LOC,26838
C,B-MISC,26838
La,B-MISC,26840
I,B-ORG,26844
##AS,I-ORG,26844
ER,B-MISC,26844
CIA,B-ORG,26844
##P,I-ORG,26844
O,B-MISC,26845
L,B-MISC,26846
L,B-MISC,26846
PA,B-MISC,26847
PA,B-MISC,26847
PA,B-MISC,26847
Cambridge,B-LOC,26848
American,B-MISC,26851
Do,B-MISC,26853
US,B-LOC,26853
P,B-MISC,26853
R,B-MISC,26853
Do,B-ORG,26853
##pp,I-ORG,26853
US,B-LOC,26853
MR,B-MISC,26854
VC,B-ORG,26855
Van,B-MISC,26857
##com,I-MISC,26857
C,B-PER,26859
##ushing,B-PER,26859
C,B-PER,26859
##ushing,I-PER,26859
He,B-MISC,26863
Young,B-PER,26864
Young,B-PER,26864
H,B-MISC,26868
H,B-MISC,26868
DS,B-MISC,26870
##F,I-MISC,26870
N,B-MISC,26871
N,B-MISC,26871
N,B-MISC,26871
CO,B-MISC,26872
I,B-MISC,26872
##UI,I-MISC,26872
CC,B-MISC,26873
Co,B-PER,26874
C,B-PER,26881
##ushing,B-PER,26881
ACT,B-MISC,26881
C,B-PER,26881
##ushing,B-PER,26881
C,B-PER,26881
##ushing,B-PER,26881
C,B-PER,26881
##ushing,I-PER,26881
RA,B-MISC,26882
O,B-MISC,26882
D,B-MISC,26883
AP,B-MISC,26886
##AC,I-MISC,26886
##H,I-MISC,26886
##E,I-MISC,26886
II,I-MISC,26886
Go,B-PER,26886
M,B-ORG,26886
##F,I-ORG,26886
M,B-ORG,26886
##F,I-ORG,26886
P,B-MISC,26888
P,B-MISC,26888
met,B-MISC,26889
Met,B-MISC,26889
##form,I-MISC,26889
PC,B-MISC,26889
PC,B-MISC,26889
I,B-MISC,26892
##M,I-MISC,26892
PC,B-MISC,26892
##A,I-MISC,26892
PC,B-MISC,26892
PC,B-MISC,26892
##A,I-MISC,26892
CC,B-MISC,26894
NH,B-ORG,26897
NH,B-ORG,26897
American,B-ORG,26898
U,I-ORG,26898
##rol,I-ORG,26898
##ogical,I-ORG,26898
Association,I-ORG,26898
AU,B-ORG,26898
##A,I-ORG,26898
AU,B-ORG,26898
##A,I-ORG,26898
BP,I-ORG,26898
##H,I-ORG,26898
BP,B-MISC,26898
wolf,B-MISC,26899
wolf,B-MISC,26899
Veterans,B-LOC,26900
Affairs,I-LOC,26900
RS,B-MISC,26901
Da,B-MISC,26902
Da,B-MISC,26902
CC,B-ORG,26903
##TA,I-ORG,26903
E,B-MISC,26906
S,B-MISC,26907
S,B-MISC,26908
##BI,I-MISC,26908
PM,B-MISC,26912
##MA,I-MISC,26912
I,I-MISC,26912
PM,B-ORG,26912
I,I-MISC,26912
E,B-ORG,26913
SD,B-MISC,26913
SD,B-MISC,26913
E,B-ORG,26913
I,B-MISC,26914
MR,B-MISC,26915
ID,B-ORG,26916
##DM,I-ORG,26916
N,B-ORG,26916
##ID,B-ORG,26916
##DM,I-ORG,26916
American,B-MISC,26917
Indian,I-MISC,26917
New,B-LOC,26917
Mexico,I-LOC,26917
D,B-MISC,26917
D,B-MISC,26917
Vietnamese,B-MISC,26918
Vietnamese,B-MISC,26918
CF,B-ORG,26919
##A,I-ORG,26919
CF,B-ORG,26919
##A,I-ORG,26919
C,I-MISC,26920
O,B-MISC,26920
O,B-MISC,26920
HIV,B-MISC,26921
P,B-MISC,26921
##ne,B-MISC,26921
P,B-MISC,26921
##ne,B-MISC,26921
PC,B-MISC,26921
A,B-MISC,26922
DR,B-MISC,26922
U,B-MISC,26923
U,B-ORG,26923
US,B-LOC,26924
D,B-MISC,26924
US,B-LOC,26924
CT,B-MISC,26927
CT,B-MISC,26927
BP,B-MISC,26928
PS,B-MISC,26928
BP,B-MISC,26928
BP,B-MISC,26928
##MA,I-MISC,26930
PR,B-MISC,26930
Ballard,B-PER,26931
CT,B-MISC,26936
DS,B-MISC,26937
##A,I-MISC,26937
Ad,B-ORG,26938
CA,I-ORG,26938
Ad,B-ORG,26938
Commission,B-ORG,26938
on,I-ORG,26938
Cancer,I-ORG,26938
of,I-ORG,26938
the,I-ORG,26938
American,I-ORG,26938
College,I-ORG,26938
of,I-ORG,26938
Sur,I-ORG,26938
##geons,I-ORG,26938
I,B-MISC,26938
##A,I-MISC,26938
I,B-MISC,26938
##B,I-MISC,26938
II,B-MISC,26938
##A,I-MISC,26938
American,B-MISC,26938
Joint,I-MISC,26938
Committee,I-MISC,26938
on,I-MISC,26938
Cancer,I-MISC,26938
Color,B-MISC,26939
Americans,B-MISC,26942
MS,B-MISC,26942
CT,B-MISC,26945
IL,B-MISC,26946
CT,B-MISC,26948
P,B-MISC,26948
CT,B-MISC,26948
P,B-MISC,26948
P,B-MISC,26948
London,B-LOC,26949
F,B-MISC,26952
ST,B-MISC,26953
ST,B-MISC,26953
##EM,I-MISC,26953
SP,B-ORG,26955
AD,B-MISC,26960
AD,B-MISC,26960
AD,B-MISC,26960
AD,B-MISC,26960
non,B-MISC,26960
AD,B-MISC,26960
AD,B-MISC,26960
AD,B-MISC,26960
AD,B-MISC,26960
F,B-ORG,26961
##D,I-ORG,26961
P,I-ORG,26961
##ET,I-ORG,26961
F,B-MISC,26961
F,B-ORG,26961
CT,B-MISC,26961
EU,B-ORG,26961
F,B-ORG,26961
##G,I-ORG,26961
P,I-ORG,26961
##ET,I-ORG,26961
NSA,B-MISC,26962
##ID,I-MISC,26962
Qatar,B-MISC,26966
##i,I-MISC,26966
U,B-MISC,26966
Qatar,B-MISC,26966
##i,I-MISC,26966
V,B-LOC,26968
V,B-LOC,26968
V,B-LOC,26968
V,B-LOC,26968
V,B-PER,26968
Canadian,B-MISC,26968
V,B-LOC,26968
Canadian,B-MISC,26968
USA,B-LOC,26968
Do,B-PER,26970
Do,B-PER,26970
ST,B-MISC,26971
UK,B-LOC,26971
AC,B-MISC,26971
ST,B-MISC,26971
P,B-MISC,26972
National,B-ORG,26973
Institute,I-ORG,26973
of,I-ORG,26973
Di,I-ORG,26973
##abe,I-ORG,26973
##tes,I-ORG,26973
and,I-ORG,26973
Digest,I-ORG,26973
##ive,I-ORG,26973
and,I-ORG,26973
Kid,I-ORG,26973
##ney,I-ORG,26973
Disease,I-ORG,26973
##s,I-ORG,26973
I,B-MISC,26973
H,B-MISC,26974
H,B-MISC,26974
H,B-MISC,26974
M,B-MISC,26974
H,B-MISC,26974
H,B-MISC,26974
In,B-MISC,26976
HD,B-MISC,26977
L,B-ORG,26977
HD,B-MISC,26977
L,B-ORG,26977
Co,B-PER,26978
##ck,I-ORG,26978
##croft,I-ORG,26978
G,I-ORG,26978
##ault,I-ORG,26978
Ho,B-PER,26978
##ek,I-MISC,26978
et,I-ORG,26978
al,I-ORG,26978
Co,B-MISC,26978
##ck,I-ORG,26978
##croft,I-MISC,26978
G,B-PER,26978
##ault,I-ORG,26978
Co,B-PER,26978
##ck,I-ORG,26978
##croft,I-ORG,26978
G,I-ORG,26978
##ault,I-ORG,26978
Le,B-MISC,26980
##kh,I-MISC,26980
##olm,I-MISC,26980
Z,B-MISC,26980
##ar,I-MISC,26980
##b,I-MISC,26980
NSW,B-ORG,26981
Health,I-ORG,26981
##ive,I-MISC,26981
Disc,I-MISC,26981
##har,I-MISC,26981
##ge,I-MISC,26981
Policy,I-MISC,26981
NSW,B-ORG,26981
Health,I-ORG,26981
L,B-MISC,26982
Parkinson,B-PER,26982
L,B-MISC,26982
CA,B-MISC,26984
MS,B-MISC,26984
MS,B-MISC,26984
C,B-MISC,26984
##YP,I-MISC,26984
C,B-MISC,26984
##YP,I-MISC,26984
C,B-MISC,26984
##YP,I-MISC,26984
C,B-MISC,26984
C,B-MISC,26984
MS,B-MISC,26984
MS,B-MISC,26984
African,B-MISC,26985
-,I-MISC,26985
Americans,I-MISC,26985
African,B-MISC,26985
Americans,I-MISC,26985
African,B-MISC,26985
Americans,I-MISC,26985
L,B-ORG,26986
##TR,I-ORG,26986
AD,B-MISC,26986
CO,B-MISC,26987
T,B-MISC,26988
##TM,I-MISC,26988
Ta,B-PER,26991
##kaya,I-MISC,26991
V,B-ORG,26991
##SM,I-ORG,26991
V,B-MISC,26991
##SM,I-ORG,26991
T,B-MISC,26991
South,B-MISC,26993
Asian,I-MISC,26993
I,B-MISC,26993
##HD,I-MISC,26993
I,B-MISC,26993
##HD,I-MISC,26993
S,B-MISC,26995
S,B-MISC,26995
I,B-MISC,26997
I,B-MISC,26997
L,B-MISC,26998
L,B-MISC,26998
Power,B-PER,26999
Do,I-MISC,26999
##pp,I-MISC,26999
Do,I-MISC,26999
AIDS,B-MISC,27000
H,B-MISC,27000
M,B-LOC,27001
##wan,I-LOC,27001
##za,I-LOC,27001
Ra,B-LOC,27001
##kai,B-LOC,27001
Ma,B-LOC,27001
##sa,I-LOC,27001
##ka,I-LOC,27001
HIV,B-MISC,27001
ST,B-MISC,27001
HIV,B-MISC,27001
HIV,B-MISC,27001
ST,B-MISC,27001
HIV,B-MISC,27001
ST,B-MISC,27001
HIV,B-MISC,27001
I,B-MISC,27002
AM,B-MISC,27003
VA,B-ORG,27003
VA,B-ORG,27003
AM,B-MISC,27003
La,B-MISC,27005
##os,I-MISC,27005
AG,B-MISC,27005
HIV,B-MISC,27006
T,B-MISC,27010
P,B-MISC,27010
##FA,I-MISC,27010
100,I-MISC,27010
MR,B-MISC,27011
AB,B-MISC,27011
##R,I-MISC,27011
MS,B-MISC,27011
CT,B-MISC,27012
CT,B-MISC,27012
CT,B-MISC,27012
I,B-MISC,27017
##CS,I-MISC,27017
I,B-MISC,27017
##CS,I-MISC,27017
##I,I-MISC,27017
J,B-MISC,27019
J,B-MISC,27019
N,B-ORG,27022
##VA,B-ORG,27022
##F,I-ORG,27022
Jo,B-LOC,27022
##in,I-LOC,27022
##ville,I-LOC,27022
Jo,B-LOC,27022
##in,I-LOC,27022
##ville,I-LOC,27022
E,B-MISC,27024
E,B-MISC,27024
E,B-MISC,27024
DC,B-MISC,27026
DC,B-MISC,27026
DC,B-MISC,27026
E,B-MISC,27029
##MG,I-MISC,27029
CO,B-MISC,27030
Japan,B-LOC,27030
CO,B-MISC,27030
Japanese,B-MISC,27030
CO,B-MISC,27030
R,B-MISC,27031
##DS,I-MISC,27031
R,B-MISC,27031
##DS,I-MISC,27031
Da,B-PER,27035
##V,I-PER,27035
##ci,B-PER,27035
L,B-MISC,27039
HD,B-MISC,27039
HD,B-MISC,27039
CA,B-MISC,27039
EC,B-ORG,27043
EC,B-ORG,27043
AC,B-MISC,27043
EC,B-ORG,27043
T,B-MISC,27056
##TT,I-MISC,27056
I,B-ORG,27058
##U,B-ORG,27058
##GR,I-ORG,27058
CD,B-ORG,27058
U,B-MISC,27058
B,B-MISC,27060
Pan,B-MISC,27061
##o,I-MISC,27061
##je,I-MISC,27061
##jun,I-MISC,27061
##ost,I-MISC,27061
Pan,B-MISC,27061
##o,I-MISC,27061
##je,I-MISC,27061
##jun,I-MISC,27061
##ost,I-MISC,27061
